REF_DATE,GEO,Statistic,Before-tax household income quintile,"Household expenditures, summary-level categories",UOM,COORDINATE,Expense,Family type,Age of older adult,Family income,Income
2017,Province 12,Average expenditure per household,Highest quintile,Clothing and accessories,Dollars,C1223,6600.0,Couple families,55 to 64 years,"$90,000 and over",5220.0
2017,Province 12,Average expenditure per household,Highest quintile,Transportation,Dollars,C1224,25288.0,Couple families,55 to 64 years,Median total income,91280.0
2017,Province 13,Average expenditure per household,All quintiles,Total expenditure,Dollars,C1225,92804.0,Couple families,Total all ages,All income groups,36890.0
2017,Province 13,Average expenditure per household,All quintiles,Food purchased from stores,Dollars,C1226,6760.0,Couple families,Total all ages,"Under $10,000",130.0
2017,Province 13,Average expenditure per household,All quintiles,Food purchased from restaurants,Dollars,C1227,2975.0,Couple families,Total all ages,"$10,000 and over",36760.0
2017,Province 13,Average expenditure per household,All quintiles,Shelter,Dollars,C1228,21758.0,Couple families,Total all ages,"$15,000 and over",36620.0
2017,Province 13,Average expenditure per household,All quintiles,Principal accommodation,Dollars,C1229,19202.0,Couple families,Total all ages,"$20,000 and over",36290.0
2017,Province 13,Average expenditure per household,All quintiles,Rented living quarters,Dollars,C1230,4905.0,Couple families,Total all ages,"$25,000 and over",35930.0
2017,Province 13,Average expenditure per household,All quintiles,Owned living quarters,Dollars,C1231,12200.0,Couple families,Total all ages,"$30,000 and over",35320.0
2017,Province 13,Average expenditure per household,All quintiles,"Water, fuel and electricity for principal accommodation",Dollars,C1232,2096.0,Couple families,Total all ages,"$35,000 and over",33610.0
2017,Province 13,Average expenditure per household,All quintiles,Other accommodation,Dollars,C1233,2557.0,Couple families,Total all ages,"$40,000 and over",31930.0
2017,Province 13,Average expenditure per household,All quintiles,Household operations,Dollars,C1234,5005.0,Couple families,Total all ages,"$45,000 and over",30410.0
2017,Province 13,Average expenditure per household,All quintiles,Communications,Dollars,C1235,2606.0,Couple families,Total all ages,"$50,000 and over",28820.0
2017,Province 13,Average expenditure per household,All quintiles,Household furnishings and equipment,Dollars,C1236,2328.0,Couple families,Total all ages,"$60,000 and over",25530.0
2017,Province 13,Average expenditure per household,All quintiles,Household furnishings,Dollars,C1237,1006.0,Couple families,Total all ages,"$70,000 and over",22320.0
2017,Province 13,Average expenditure per household,All quintiles,Household equipment,Dollars,C1238,1205.0,Couple families,Total all ages,"$75,000 and over",20700.0
2017,Province 13,Average expenditure per household,All quintiles,Household appliances,Dollars,C1239,538.0,Couple families,Total all ages,"$80,000 and over",19150.0
2017,Province 13,Average expenditure per household,All quintiles,Clothing and accessories,Dollars,C1240,3508.0,Couple families,Total all ages,"$90,000 and over",16480.0
2017,Province 13,Average expenditure per household,All quintiles,Transportation,Dollars,C1241,14000.0,Couple families,Total all ages,Median total income,82430.0
2017,Province 13,Average expenditure per household,Lowest quintile,Total expenditure,Dollars,C1242,43191.0,Couple families,0 to 24 years,All income groups,640.0
2017,Province 13,Average expenditure per household,Lowest quintile,Food purchased from stores,Dollars,C1243,3270.0,Couple families,0 to 24 years,"Under $10,000",20.0
2017,Province 13,Average expenditure per household,Lowest quintile,Food purchased from restaurants,Dollars,C1244,1904.0,Couple families,0 to 24 years,"$10,000 and over",620.0
2017,Province 13,Average expenditure per household,Lowest quintile,Shelter,Dollars,C1245,13994.0,Couple families,0 to 24 years,"$15,000 and over",600.0
2017,Province 13,Average expenditure per household,Lowest quintile,Principal accommodation,Dollars,C1246,13208.0,Couple families,0 to 24 years,"$20,000 and over",560.0
2017,Province 13,Average expenditure per household,Lowest quintile,Rented living quarters,Dollars,C1247,6207.0,Couple families,0 to 24 years,"$25,000 and over",510.0
2017,Province 13,Average expenditure per household,Lowest quintile,Owned living quarters,Dollars,C1248,5790.0,Couple families,0 to 24 years,"$30,000 and over",460.0
2017,Province 13,Average expenditure per household,Lowest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C1249,1212.0,Couple families,0 to 24 years,"$35,000 and over",410.0
2017,Province 13,Average expenditure per household,Lowest quintile,Other accommodation,Dollars,C1250,786.0,Couple families,0 to 24 years,"$40,000 and over",350.0
2017,Province 13,Average expenditure per household,Lowest quintile,Household operations,Dollars,C1251,2930.0,Couple families,0 to 24 years,"$45,000 and over",300.0
2017,Province 13,Average expenditure per household,Lowest quintile,Communications,Dollars,C1252,1758.0,Couple families,0 to 24 years,"$50,000 and over",240.0
2017,Province 13,Average expenditure per household,Lowest quintile,Household furnishings and equipment,Dollars,C1253,1384.0,Couple families,0 to 24 years,"$60,000 and over",150.0
2017,Province 13,Average expenditure per household,Lowest quintile,Household furnishings,Dollars,C1254,492.0,Couple families,0 to 24 years,"$70,000 and over",90.0
2017,Province 13,Average expenditure per household,Lowest quintile,Household equipment,Dollars,C1255,745.0,Couple families,0 to 24 years,"$75,000 and over",60.0
2017,Province 13,Average expenditure per household,Lowest quintile,Household appliances,Dollars,C1256,378.0,Couple families,0 to 24 years,"$80,000 and over",50.0
2017,Province 13,Average expenditure per household,Lowest quintile,Clothing and accessories,Dollars,C1257,1781.0,Couple families,0 to 24 years,"$90,000 and over",20.0
2017,Province 13,Average expenditure per household,Lowest quintile,Transportation,Dollars,C1258,6591.0,Couple families,0 to 24 years,Median total income,43350.0
2017,Province 13,Average expenditure per household,Second quintile,Total expenditure,Dollars,C1259,62203.0,Couple families,25 to 34 years,All income groups,4410.0
2017,Province 13,Average expenditure per household,Second quintile,Food purchased from stores,Dollars,C1260,5987.0,Couple families,25 to 34 years,"Under $10,000",40.0
2017,Province 13,Average expenditure per household,Second quintile,Food purchased from restaurants,Dollars,C1261,1976.0,Couple families,25 to 34 years,"$10,000 and over",4370.0
2017,Province 13,Average expenditure per household,Second quintile,Shelter,Dollars,C1262,17277.0,Couple families,25 to 34 years,"$15,000 and over",4340.0
2017,Province 13,Average expenditure per household,Second quintile,Principal accommodation,Dollars,C1263,15450.0,Couple families,25 to 34 years,"$20,000 and over",4280.0
2017,Province 13,Average expenditure per household,Second quintile,Rented living quarters,Dollars,C1264,6145.0,Couple families,25 to 34 years,"$25,000 and over",4210.0
2017,Province 13,Average expenditure per household,Second quintile,Owned living quarters,Dollars,C1265,7562.0,Couple families,25 to 34 years,"$30,000 and over",4110.0
2017,Province 13,Average expenditure per household,Second quintile,"Water, fuel and electricity for principal accommodation",Dollars,C1266,1742.0,Couple families,25 to 34 years,"$35,000 and over",4010.0
2017,Province 13,Average expenditure per household,Second quintile,Other accommodation,Dollars,C1267,1827.0,Couple families,25 to 34 years,"$40,000 and over",3870.0
2017,Province 13,Average expenditure per household,Second quintile,Household operations,Dollars,C1268,3830.0,Couple families,25 to 34 years,"$45,000 and over",3720.0
2017,Province 13,Average expenditure per household,Second quintile,Communications,Dollars,C1269,2163.0,Couple families,25 to 34 years,"$50,000 and over",3550.0
2017,Province 13,Average expenditure per household,Second quintile,Household furnishings and equipment,Dollars,C1270,1641.0,Couple families,25 to 34 years,"$60,000 and over",3120.0
2017,Province 13,Average expenditure per household,Second quintile,Household furnishings,Dollars,C1271,757.0,Couple families,25 to 34 years,"$70,000 and over",2700.0
2017,Province 13,Average expenditure per household,Second quintile,Household equipment,Dollars,C1272,851.0,Couple families,25 to 34 years,"$75,000 and over",2460.0
2017,Province 13,Average expenditure per household,Second quintile,Household appliances,Dollars,C1273,380.0,Couple families,25 to 34 years,"$80,000 and over",2250.0
2017,Province 13,Average expenditure per household,Second quintile,Clothing and accessories,Dollars,C1274,2205.0,Couple families,25 to 34 years,"$90,000 and over",1820.0
2017,Province 13,Average expenditure per household,Second quintile,Transportation,Dollars,C1275,10204.0,Couple families,25 to 34 years,Median total income,80900.0
2017,Province 13,Average expenditure per household,Third quintile,Total expenditure,Dollars,C1276,83586.0,Couple families,35 to 44 years,All income groups,6190.0
2017,Province 13,Average expenditure per household,Third quintile,Food purchased from stores,Dollars,C1277,6737.0,Couple families,35 to 44 years,"Under $10,000",20.0
2017,Province 13,Average expenditure per household,Third quintile,Food purchased from restaurants,Dollars,C1278,2907.0,Couple families,35 to 44 years,"$10,000 and over",6160.0
2017,Province 13,Average expenditure per household,Third quintile,Shelter,Dollars,C1279,19228.0,Couple families,35 to 44 years,"$15,000 and over",6150.0
2017,Province 13,Average expenditure per household,Third quintile,Principal accommodation,Dollars,C1280,17931.0,Couple families,35 to 44 years,"$20,000 and over",6110.0
2017,Province 13,Average expenditure per household,Third quintile,Rented living quarters,Dollars,C1281,4930.0,Couple families,35 to 44 years,"$25,000 and over",6070.0
2017,Province 13,Average expenditure per household,Third quintile,Owned living quarters,Dollars,C1282,10845.0,Couple families,35 to 44 years,"$30,000 and over",6010.0
2017,Province 13,Average expenditure per household,Third quintile,"Water, fuel and electricity for principal accommodation",Dollars,C1283,2155.0,Couple families,35 to 44 years,"$35,000 and over",5940.0
2017,Province 13,Average expenditure per household,Third quintile,Other accommodation,Dollars,C1284,1298.0,Couple families,35 to 44 years,"$40,000 and over",5850.0
2017,Province 13,Average expenditure per household,Third quintile,Household operations,Dollars,C1285,5522.0,Couple families,35 to 44 years,"$45,000 and over",5750.0
2017,Province 13,Average expenditure per household,Third quintile,Communications,Dollars,C1286,2835.0,Couple families,35 to 44 years,"$50,000 and over",5620.0
2017,Province 13,Average expenditure per household,Third quintile,Household furnishings and equipment,Dollars,C1287,2342.0,Couple families,35 to 44 years,"$60,000 and over",5340.0
2017,Province 13,Average expenditure per household,Third quintile,Household furnishings,Dollars,C1288,954.0,Couple families,35 to 44 years,"$70,000 and over",4930.0
2017,Province 13,Average expenditure per household,Third quintile,Household equipment,Dollars,C1289,1355.0,Couple families,35 to 44 years,"$75,000 and over",4680.0
2017,Province 13,Average expenditure per household,Third quintile,Household appliances,Dollars,C1290,558.0,Couple families,35 to 44 years,"$80,000 and over",4410.0
2017,Province 13,Average expenditure per household,Third quintile,Clothing and accessories,Dollars,C1291,3391.0,Couple families,35 to 44 years,"$90,000 and over",3920.0
2017,Province 13,Average expenditure per household,Third quintile,Transportation,Dollars,C1292,13344.0,Couple families,35 to 44 years,Median total income,105840.0
2017,Province 13,Average expenditure per household,Fourth quintile,Total expenditure,Dollars,C1293,105244.0,Couple families,45 to 54 years,All income groups,5640.0
2017,Province 13,Average expenditure per household,Fourth quintile,Food purchased from stores,Dollars,C1294,7851.0,Couple families,45 to 54 years,"Under $10,000",20.0
2017,Province 13,Average expenditure per household,Fourth quintile,Food purchased from restaurants,Dollars,C1295,3641.0,Couple families,45 to 54 years,"$10,000 and over",5620.0
2017,Province 13,Average expenditure per household,Fourth quintile,Shelter,Dollars,C1296,24134.0,Couple families,45 to 54 years,"$15,000 and over",5600.0
2017,Province 13,Average expenditure per household,Fourth quintile,Principal accommodation,Dollars,C1297,21658.0,Couple families,45 to 54 years,"$20,000 and over",5550.0
2017,Province 13,Average expenditure per household,Fourth quintile,Rented living quarters,Dollars,C1298,4159.0,Couple families,45 to 54 years,"$25,000 and over",5500.0
2017,Province 13,Average expenditure per household,Fourth quintile,Owned living quarters,Dollars,C1299,15058.0,Couple families,45 to 54 years,"$30,000 and over",5450.0
2017,Province 13,Average expenditure per household,Fourth quintile,"Water, fuel and electricity for principal accommodation",Dollars,C1300,2440.0,Couple families,45 to 54 years,"$35,000 and over",5400.0
2017,Province 13,Average expenditure per household,Fourth quintile,Other accommodation,Dollars,C1301,2476.0,Couple families,45 to 54 years,"$40,000 and over",5340.0
2017,Province 13,Average expenditure per household,Fourth quintile,Household operations,Dollars,C1302,5476.0,Couple families,45 to 54 years,"$45,000 and over",5260.0
2017,Province 13,Average expenditure per household,Fourth quintile,Communications,Dollars,C1303,2858.0,Couple families,45 to 54 years,"$50,000 and over",5150.0
2017,Province 13,Average expenditure per household,Fourth quintile,Household furnishings and equipment,Dollars,C1304,2217.0,Couple families,45 to 54 years,"$60,000 and over",4900.0
2017,Province 13,Average expenditure per household,Fourth quintile,Household furnishings,Dollars,C1305,1109.0,Couple families,45 to 54 years,"$70,000 and over",4620.0
2017,Province 13,Average expenditure per household,Fourth quintile,Household equipment,Dollars,C1306,996.0,Couple families,45 to 54 years,"$75,000 and over",4440.0
2017,Province 13,Average expenditure per household,Fourth quintile,Household appliances,Dollars,C1307,486.0,Couple families,45 to 54 years,"$80,000 and over",4260.0
2017,Province 13,Average expenditure per household,Fourth quintile,Clothing and accessories,Dollars,C1308,3849.0,Couple families,45 to 54 years,"$90,000 and over",3910.0
2017,Province 13,Average expenditure per household,Fourth quintile,Transportation,Dollars,C1309,16935.0,Couple families,45 to 54 years,Median total income,119430.0
2017,Province 13,Average expenditure per household,Highest quintile,Total expenditure,Dollars,C1310,169598.0,Couple families,55 to 64 years,All income groups,8320.0
2017,Province 13,Average expenditure per household,Highest quintile,Food purchased from stores,Dollars,C1311,9936.0,Couple families,55 to 64 years,"Under $10,000",30.0
2017,Province 13,Average expenditure per household,Highest quintile,Food purchased from restaurants,Dollars,C1312,4444.0,Couple families,55 to 64 years,"$10,000 and over",8300.0
2017,Province 13,Average expenditure per household,Highest quintile,Shelter,Dollars,C1313,34126.0,Couple families,55 to 64 years,"$15,000 and over",8270.0
2017,Province 13,Average expenditure per household,Highest quintile,Principal accommodation,Dollars,C1314,27739.0,Couple families,55 to 64 years,"$20,000 and over",8150.0
2017,Province 13,Average expenditure per household,Highest quintile,Rented living quarters,Dollars,C1315,3087.0,Couple families,55 to 64 years,"$25,000 and over",8060.0
2017,Province 13,Average expenditure per household,Highest quintile,Owned living quarters,Dollars,C1316,21724.0,Couple families,55 to 64 years,"$30,000 and over",7960.0
2017,Province 13,Average expenditure per household,Highest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C1317,2929.0,Couple families,55 to 64 years,"$35,000 and over",7830.0
2017,Province 13,Average expenditure per household,Highest quintile,Other accommodation,Dollars,C1318,6387.0,Couple families,55 to 64 years,"$40,000 and over",7650.0
2017,Province 13,Average expenditure per household,Highest quintile,Household operations,Dollars,C1319,7258.0,Couple families,55 to 64 years,"$45,000 and over",7420.0
2017,Province 13,Average expenditure per household,Highest quintile,Communications,Dollars,C1320,3413.0,Couple families,55 to 64 years,"$50,000 and over",7170.0
2017,Province 13,Average expenditure per household,Highest quintile,Household furnishings and equipment,Dollars,C1321,4053.0,Couple families,55 to 64 years,"$60,000 and over",6510.0
2017,Province 13,Average expenditure per household,Highest quintile,Household furnishings,Dollars,C1322,1716.0,Couple families,55 to 64 years,"$70,000 and over",5790.0
2017,Province 13,Average expenditure per household,Highest quintile,Household equipment,Dollars,C1323,2079.0,Couple families,55 to 64 years,"$75,000 and over",5450.0
2017,Province 13,Average expenditure per household,Highest quintile,Household appliances,Dollars,C1324,886.0,Couple families,55 to 64 years,"$80,000 and over",5090.0
2017,Province 13,Average expenditure per household,Highest quintile,Clothing and accessories,Dollars,C1325,6311.0,Couple families,55 to 64 years,"$90,000 and over",4480.0
2017,Province 13,Average expenditure per household,Highest quintile,Transportation,Dollars,C1326,22900.0,Couple families,55 to 64 years,Median total income,94830.0
2019,Province 1,Average expenditure per household,All quintiles,Total expenditure,Dollars,C1,93724.0,Couple families,Total all ages,All income groups,8798970.0
2019,Province 1,Average expenditure per household,All quintiles,Food purchased from stores,Dollars,C2,7536.0,Couple families,Total all ages,"Under $10,000",122840.0
2019,Province 1,Average expenditure per household,All quintiles,Food purchased from restaurants,Dollars,C3,2775.0,Couple families,Total all ages,"$10,000 and over",8676120.0
2019,Province 1,Average expenditure per household,All quintiles,Shelter,Dollars,C4,20200.0,Couple families,Total all ages,"$15,000 and over",8607350.0
2019,Province 1,Average expenditure per household,All quintiles,Principal accommodation,Dollars,C5,18371.0,Couple families,Total all ages,"$20,000 and over",8518570.0
2019,Province 1,Average expenditure per household,All quintiles,Rented living quarters,Dollars,C6,4160.0,Couple families,Total all ages,"$25,000 and over",8405020.0
2019,Province 1,Average expenditure per household,All quintiles,Owned living quarters,Dollars,C7,11676.0,Couple families,Total all ages,"$30,000 and over",8262760.0
2019,Province 1,Average expenditure per household,All quintiles,"Water, fuel and electricity for principal accommodation",Dollars,C8,2535.0,Couple families,Total all ages,"$35,000 and over",7991860.0
2019,Province 1,Average expenditure per household,All quintiles,Other accommodation,Dollars,C9,1829.0,Couple families,Total all ages,"$40,000 and over",7710260.0
2019,Province 1,Average expenditure per household,All quintiles,Household operations,Dollars,C10,5448.0,Couple families,Total all ages,"$45,000 and over",7430450.0
2019,Province 1,Average expenditure per household,All quintiles,Communications,Dollars,C11,2670.0,Couple families,Total all ages,"$50,000 and over",7153480.0
2019,Province 1,Average expenditure per household,All quintiles,Household furnishings and equipment,Dollars,C12,2486.0,Couple families,Total all ages,"$60,000 and over",6591600.0
2019,Province 1,Average expenditure per household,All quintiles,Household furnishings,Dollars,C13,1124.0,Couple families,Total all ages,"$70,000 and over",6017070.0
2019,Province 1,Average expenditure per household,All quintiles,Household equipment,Dollars,C14,1218.0,Couple families,Total all ages,"$75,000 and over",5727820.0
2019,Province 1,Average expenditure per household,All quintiles,Household appliances,Dollars,C15,582.0,Couple families,Total all ages,"$80,000 and over",5439730.0
2019,Province 1,Average expenditure per household,All quintiles,Clothing and accessories,Dollars,C16,3344.0,Couple families,Total all ages,"$90,000 and over",4872780.0
2019,Province 1,Average expenditure per household,All quintiles,Transportation,Dollars,C17,12737.0,Couple families,Total all ages,Median total income,98690.0
2019,Province 1,Average expenditure per household,Lowest quintile,Total expenditure,Dollars,C18,37534.0,Couple families,0 to 24 years,All income groups,131350.0
2019,Province 1,Average expenditure per household,Lowest quintile,Food purchased from stores,Dollars,C19,4363.0,Couple families,0 to 24 years,"Under $10,000",11470.0
2019,Province 1,Average expenditure per household,Lowest quintile,Food purchased from restaurants,Dollars,C20,1197.0,Couple families,0 to 24 years,"$10,000 and over",119880.0
2019,Province 1,Average expenditure per household,Lowest quintile,Shelter,Dollars,C21,12093.0,Couple families,0 to 24 years,"$15,000 and over",112430.0
2019,Province 1,Average expenditure per household,Lowest quintile,Principal accommodation,Dollars,C22,11611.0,Couple families,0 to 24 years,"$20,000 and over",103710.0
2019,Province 1,Average expenditure per household,Lowest quintile,Rented living quarters,Dollars,C23,6373.0,Couple families,0 to 24 years,"$25,000 and over",94280.0
2019,Province 1,Average expenditure per household,Lowest quintile,Owned living quarters,Dollars,C24,3885.0,Couple families,0 to 24 years,"$30,000 and over",84820.0
2019,Province 1,Average expenditure per household,Lowest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C25,1354.0,Couple families,0 to 24 years,"$35,000 and over",75280.0
2019,Province 1,Average expenditure per household,Lowest quintile,Other accommodation,Dollars,C26,481.0,Couple families,0 to 24 years,"$40,000 and over",65970.0
2019,Province 1,Average expenditure per household,Lowest quintile,Household operations,Dollars,C27,2716.0,Couple families,0 to 24 years,"$45,000 and over",57000.0
2019,Province 1,Average expenditure per household,Lowest quintile,Communications,Dollars,C28,1603.0,Couple families,0 to 24 years,"$50,000 and over",49120.0
2019,Province 1,Average expenditure per household,Lowest quintile,Household furnishings and equipment,Dollars,C29,1067.0,Couple families,0 to 24 years,"$60,000 and over",35880.0
2019,Province 1,Average expenditure per household,Lowest quintile,Household furnishings,Dollars,C30,540.0,Couple families,0 to 24 years,"$70,000 and over",25320.0
2019,Province 1,Average expenditure per household,Lowest quintile,Household equipment,Dollars,C31,482.0,Couple families,0 to 24 years,"$75,000 and over",21190.0
2019,Province 1,Average expenditure per household,Lowest quintile,Household appliances,Dollars,C32,194.0,Couple families,0 to 24 years,"$80,000 and over",17540.0
2019,Province 1,Average expenditure per household,Lowest quintile,Clothing and accessories,Dollars,C33,1522.0,Couple families,0 to 24 years,"$90,000 and over",12120.0
2019,Province 1,Average expenditure per household,Lowest quintile,Transportation,Dollars,C34,5290.0,Couple families,0 to 24 years,Median total income,40160.0
2019,Province 1,Average expenditure per household,Second quintile,Total expenditure,Dollars,C35,55487.0,Couple families,25 to 34 years,All income groups,1146160.0
2019,Province 1,Average expenditure per household,Second quintile,Food purchased from stores,Dollars,C36,5848.0,Couple families,25 to 34 years,"Under $10,000",26150.0
2019,Province 1,Average expenditure per household,Second quintile,Food purchased from restaurants,Dollars,C37,1910.0,Couple families,25 to 34 years,"$10,000 and over",1120020.0
2019,Province 1,Average expenditure per household,Second quintile,Shelter,Dollars,C38,14484.0,Couple families,25 to 34 years,"$15,000 and over",1103630.0
2019,Province 1,Average expenditure per household,Second quintile,Principal accommodation,Dollars,C39,13591.0,Couple families,25 to 34 years,"$20,000 and over",1083430.0
2019,Province 1,Average expenditure per household,Second quintile,Rented living quarters,Dollars,C40,5582.0,Couple families,25 to 34 years,"$25,000 and over",1059380.0
2019,Province 1,Average expenditure per household,Second quintile,Owned living quarters,Dollars,C41,6014.0,Couple families,25 to 34 years,"$30,000 and over",1032380.0
2019,Province 1,Average expenditure per household,Second quintile,"Water, fuel and electricity for principal accommodation",Dollars,C42,1994.0,Couple families,25 to 34 years,"$35,000 and over",1002320.0
2019,Province 1,Average expenditure per household,Second quintile,Other accommodation,Dollars,C43,893.0,Couple families,25 to 34 years,"$40,000 and over",969320.0
2019,Province 1,Average expenditure per household,Second quintile,Household operations,Dollars,C44,3829.0,Couple families,25 to 34 years,"$45,000 and over",932660.0
2019,Province 1,Average expenditure per household,Second quintile,Communications,Dollars,C45,2119.0,Couple families,25 to 34 years,"$50,000 and over",894250.0
2019,Province 1,Average expenditure per household,Second quintile,Household furnishings and equipment,Dollars,C46,1592.0,Couple families,25 to 34 years,"$60,000 and over",813640.0
2019,Province 1,Average expenditure per household,Second quintile,Household furnishings,Dollars,C47,706.0,Couple families,25 to 34 years,"$70,000 and over",728000.0
2019,Province 1,Average expenditure per household,Second quintile,Household equipment,Dollars,C48,792.0,Couple families,25 to 34 years,"$75,000 and over",683500.0
2019,Province 1,Average expenditure per household,Second quintile,Household appliances,Dollars,C49,381.0,Couple families,25 to 34 years,"$80,000 and over",638520.0
2019,Province 1,Average expenditure per household,Second quintile,Clothing and accessories,Dollars,C50,2347.0,Couple families,25 to 34 years,"$90,000 and over",550520.0
2019,Province 1,Average expenditure per household,Second quintile,Transportation,Dollars,C51,7949.0,Couple families,25 to 34 years,Median total income,87380.0
2019,Province 1,Average expenditure per household,Third quintile,Total expenditure,Dollars,C52,79357.0,Couple families,35 to 44 years,All income groups,1732430.0
2019,Province 1,Average expenditure per household,Third quintile,Food purchased from stores,Dollars,C53,7505.0,Couple families,35 to 44 years,"Under $10,000",23470.0
2019,Province 1,Average expenditure per household,Third quintile,Food purchased from restaurants,Dollars,C54,2372.0,Couple families,35 to 44 years,"$10,000 and over",1708970.0
2019,Province 1,Average expenditure per household,Third quintile,Shelter,Dollars,C55,18477.0,Couple families,35 to 44 years,"$15,000 and over",1695510.0
2019,Province 1,Average expenditure per household,Third quintile,Principal accommodation,Dollars,C56,17096.0,Couple families,35 to 44 years,"$20,000 and over",1678410.0
2019,Province 1,Average expenditure per household,Third quintile,Rented living quarters,Dollars,C57,4417.0,Couple families,35 to 44 years,"$25,000 and over",1658540.0
2019,Province 1,Average expenditure per household,Third quintile,Owned living quarters,Dollars,C58,10156.0,Couple families,35 to 44 years,"$30,000 and over",1635180.0
2019,Province 1,Average expenditure per household,Third quintile,"Water, fuel and electricity for principal accommodation",Dollars,C59,2524.0,Couple families,35 to 44 years,"$35,000 and over",1609340.0
2019,Province 1,Average expenditure per household,Third quintile,Other accommodation,Dollars,C60,1381.0,Couple families,35 to 44 years,"$40,000 and over",1580910.0
2019,Province 1,Average expenditure per household,Third quintile,Household operations,Dollars,C61,4981.0,Couple families,35 to 44 years,"$45,000 and over",1547090.0
2019,Province 1,Average expenditure per household,Third quintile,Communications,Dollars,C62,2648.0,Couple families,35 to 44 years,"$50,000 and over",1510020.0
2019,Province 1,Average expenditure per household,Third quintile,Household furnishings and equipment,Dollars,C63,2348.0,Couple families,35 to 44 years,"$60,000 and over",1426290.0
2019,Province 1,Average expenditure per household,Third quintile,Household furnishings,Dollars,C64,966.0,Couple families,35 to 44 years,"$70,000 and over",1332840.0
2019,Province 1,Average expenditure per household,Third quintile,Household equipment,Dollars,C65,1256.0,Couple families,35 to 44 years,"$75,000 and over",1282680.0
2019,Province 1,Average expenditure per household,Third quintile,Household appliances,Dollars,C66,596.0,Couple families,35 to 44 years,"$80,000 and over",1230270.0
2019,Province 1,Average expenditure per household,Third quintile,Clothing and accessories,Dollars,C67,2977.0,Couple families,35 to 44 years,"$90,000 and over",1120890.0
2019,Province 1,Average expenditure per household,Third quintile,Transportation,Dollars,C68,12341.0,Couple families,35 to 44 years,Median total income,112730.0
2019,Province 1,Average expenditure per household,Fourth quintile,Total expenditure,Dollars,C69,110542.0,Couple families,45 to 54 years,All income groups,1650900.0
2019,Province 1,Average expenditure per household,Fourth quintile,Food purchased from stores,Dollars,C70,9090.0,Couple families,45 to 54 years,"Under $10,000",16850.0
2019,Province 1,Average expenditure per household,Fourth quintile,Food purchased from restaurants,Dollars,C71,3605.0,Couple families,45 to 54 years,"$10,000 and over",1634050.0
2019,Province 1,Average expenditure per household,Fourth quintile,Shelter,Dollars,C72,22915.0,Couple families,45 to 54 years,"$15,000 and over",1624210.0
2019,Province 1,Average expenditure per household,Fourth quintile,Principal accommodation,Dollars,C73,20704.0,Couple families,45 to 54 years,"$20,000 and over",1611720.0
2019,Province 1,Average expenditure per household,Fourth quintile,Rented living quarters,Dollars,C74,3183.0,Couple families,45 to 54 years,"$25,000 and over",1595830.0
2019,Province 1,Average expenditure per household,Fourth quintile,Owned living quarters,Dollars,C75,14562.0,Couple families,45 to 54 years,"$30,000 and over",1576820.0
2019,Province 1,Average expenditure per household,Fourth quintile,"Water, fuel and electricity for principal accommodation",Dollars,C76,2959.0,Couple families,45 to 54 years,"$35,000 and over",1555100.0
2019,Province 1,Average expenditure per household,Fourth quintile,Other accommodation,Dollars,C77,2211.0,Couple families,45 to 54 years,"$40,000 and over",1531590.0
2019,Province 1,Average expenditure per household,Fourth quintile,Household operations,Dollars,C78,6503.0,Couple families,45 to 54 years,"$45,000 and over",1504370.0
2019,Province 1,Average expenditure per household,Fourth quintile,Communications,Dollars,C79,3162.0,Couple families,45 to 54 years,"$50,000 and over",1474720.0
2019,Province 1,Average expenditure per household,Fourth quintile,Household furnishings and equipment,Dollars,C80,3146.0,Couple families,45 to 54 years,"$60,000 and over",1408410.0
2019,Province 1,Average expenditure per household,Fourth quintile,Household furnishings,Dollars,C81,1468.0,Couple families,45 to 54 years,"$70,000 and over",1334580.0
2019,Province 1,Average expenditure per household,Fourth quintile,Household equipment,Dollars,C82,1502.0,Couple families,45 to 54 years,"$75,000 and over",1295400.0
2019,Province 1,Average expenditure per household,Fourth quintile,Household appliances,Dollars,C83,715.0,Couple families,45 to 54 years,"$80,000 and over",1254800.0
2019,Province 1,Average expenditure per household,Fourth quintile,Clothing and accessories,Dollars,C84,4228.0,Couple families,45 to 54 years,"$90,000 and over",1169210.0
2019,Province 1,Average expenditure per household,Fourth quintile,Transportation,Dollars,C85,15674.0,Couple families,45 to 54 years,Median total income,128370.0
2019,Province 1,Average expenditure per household,Highest quintile,Total expenditure,Dollars,C86,185422.0,Couple families,55 to 64 years,All income groups,1806470.0
2019,Province 1,Average expenditure per household,Highest quintile,Food purchased from stores,Dollars,C87,10805.0,Couple families,55 to 64 years,"Under $10,000",21300.0
2019,Province 1,Average expenditure per household,Highest quintile,Food purchased from restaurants,Dollars,C88,4766.0,Couple families,55 to 64 years,"$10,000 and over",1785170.0
2019,Province 1,Average expenditure per household,Highest quintile,Shelter,Dollars,C89,33013.0,Couple families,55 to 64 years,"$15,000 and over",1772640.0
2019,Province 1,Average expenditure per household,Highest quintile,Principal accommodation,Dollars,C90,28837.0,Couple families,55 to 64 years,"$20,000 and over",1755090.0
